DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,DELTA_NET_TOTAL,CALENDAR,RATE_FOR,RATE_KZT
5/26/2017,13210745.0000,14983923.0000,-1773178.0000,74268119.0000,67642110.0000,6626009.0000,4852831.0000,310.5700,348.5800,0.0020,-0.0023,-0.0195,-0.0501,0.2293,0.0805,0.0359,0.9304,3.2877,NORMAL,0.0150,0.1260
5/27/2017,7002413.0000,6368703.0000,633710.0000,51820282.0000,40245649.0000,11574633.0000,12208343.0000,311.5900,349.3900,-0.0033,-0.0023,-0.4699,-0.5750,1.3574,-0.3023,-0.4050,0.7468,1.5157,WEEKEND,0.0150,0.1260
5/28/2017,3093930.0000,3080862.0000,13067.0000,26999345.0000,28085440.0000,-1086095.0000,-1073028.0000,311.5900,349.3900,0.0000,0.0000,-0.5582,-0.5162,0.9794,-0.4790,-0.3021,-1.0938,-1.0879,WEEKEND,0.0150,0.1260
5/29/2017,11386156.0000,16029673.0000,-4643517.0000,72141682.0000,65167471.0000,6974211.0000,2330694.0000,311.5900,349.3900,0.0000,0.0000,2.6802,4.2030,356.3621,1.6720,1.3203,-7.4214,-3.1721,NORMAL,0.0150,0.1260
5/30/2017,9854697.0000,16973590.0000,-7118892.0000,65250351.0000,68027100.0000,-2776748.0000,-9895641.0000,310.4000,347.0600,0.0038,0.0067,-0.1345,0.0589,-0.5331,-0.0955,0.0439,-1.3981,-5.2458,NORMAL,0.0150,0.1260
5/31/2017,10477025.0000,15191192.0000,-4714167.0000,76706240.0000,60356706.0000,16349534.0000,11635367.0000,311.2300,347.5200,-0.0027,-0.0013,0.0632,-0.1050,0.3378,0.1756,-0.1128,-6.8880,-2.1758,SALARY,0.0150,0.1260
6/1/2017,14703683.0000,22399147.0000,-7695464.0000,90521811.0000,88140373.0000,2381438.0000,-5314026.0000,312.2600,349.5100,-0.0033,-0.0057,0.4034,0.4745,-0.6324,0.1801,0.4603,-0.8543,-1.4567,SALARY,0.0150,0.1260
6/2/2017,12189192.0000,23212343.0000,-11023151.0000,90540363.0000,85919490.0000,4620873.0000,-6402278.0000,312.3500,350.8900,-0.0003,-0.0039,-0.1710,0.0363,-0.4324,0.0002,-0.0252,0.9404,0.2048,NORMAL,0.0150,0.1260
6/3/2017,7612826.0000,8370314.0000,-757488.0000,61175194.0000,43615684.0000,17559510.0000,16802022.0000,313.1700,351.2800,-0.0026,-0.0011,-0.3754,-0.6394,0.9313,-0.3243,-0.4924,2.8000,-3.6244,WEEKEND,0.0150,0.1260
6/4/2017,5089201.0000,5477545.0000,-388343.0000,34428166.0000,31559855.0000,2868312.0000,2479968.0000,313.1700,351.2800,0.0000,0.0000,-0.3315,-0.3456,0.4873,-0.4372,-0.2764,-0.8367,-0.8524,WEEKEND,0.0150,0.1260
6/5/2017,9483541.0000,16546433.0000,-7062892.0000,86102724.0000,77179649.0000,8923075.0000,1860182.0000,313.1700,351.2800,0.0000,0.0000,0.8635,2.0208,-17.1873,1.5009,1.4455,2.1109,-0.2499,NORMAL,0.0150,0.1260
6/6/2017,11200790.0000,20156029.0000,-8955239.0000,86618520.0000,71277711.0000,15340809.0000,6385570.0000,312.8400,352.3800,0.0011,-0.0031,0.1811,0.2181,-0.2679,0.0060,-0.0765,0.7192,2.4328,NORMAL,0.0150,0.1260
6/7/2017,10444073.0000,16101515.0000,-5657442.0000,87574460.0000,70682619.0000,16891841.0000,11234399.0000,312.9900,352.0500,-0.0005,0.0009,-0.0676,-0.2012,0.3683,0.0110,-0.0083,0.1011,0.7593,NORMAL,0.0150,0.1260
6/8/2017,11082037.0000,18761565.0000,-7679529.0000,83516809.0000,62409826.0000,21106982.0000,13427454.0000,312.6500,352.1400,0.0011,-0.0003,0.0611,0.1652,-0.3574,-0.0463,-0.1170,0.2495,0.1952,NORMAL,0.0150,0.1260
6/9/2017,13351936.0000,22389012.0000,-9037076.0000,110082230.0000,64200418.0000,45881813.0000,36844737.0000,314.1100,352.7800,-0.0047,-0.0018,0.2048,0.1933,-0.1768,0.3181,0.0287,1.1738,1.7440,NORMAL,0.0150,0.1260
6/10/2017,9676962.0000,9750489.0000,-73527.0000,66031833.0000,39044692.0000,26987140.0000,26913613.0000,315.1800,352.1800,-0.0034,0.0017,-0.2752,-0.5645,0.9919,-0.4002,-0.3918,-0.4118,-0.2695,WEEKEND,0.0150,0.1260
6/11/2017,4840869.0000,4729954.0000,110916.0000,35315444.0000,27117780.0000,8197664.0000,8308580.0000,315.1800,352.1800,0.0000,0.0000,-0.4998,-0.5149,2.5085,-0.4652,-0.3055,-0.6962,-0.6913,WEEKEND,0.0150,0.1260
6/12/2017,16798657.0000,21237528.0000,-4438871.0000,82587021.0000,84005617.0000,-1418597.0000,-5857467.0000,315.1800,352.1800,0.0000,0.0000,2.4702,3.4900,41.0201,1.3386,2.0978,-1.1730,-1.7050,NORMAL,0.0150,0.1260
6/13/2017,12947094.0000,26595471.0000,-13648376.0000,94722733.0000,79427701.0000,15295032.0000,1646656.0000,316.3900,354.8900,-0.0038,-0.0077,-0.2293,0.2523,-2.0747,0.1469,-0.0545,-11.7818,-1.2811,NORMAL,0.0150,0.1260
6/14/2017,14584324.0000,18972524.0000,-4388200.0000,79910020.0000,77049485.0000,2860534.0000,-1527665.0000,315.9600,354.0300,0.0014,0.0024,0.1265,-0.2866,0.6785,-0.1564,-0.0299,-0.8130,-1.9277,NORMAL,0.0150,0.1260
6/15/2017,19086402.0000,15186307.0000,3900094.0000,76011291.0000,75148496.0000,862795.0000,4762889.0000,316.2700,354.3800,-0.0010,-0.0010,0.3087,-0.1996,1.8888,-0.0488,-0.0247,-0.6984,-4.1178,NORMAL,0.0150,0.1260
6/16/2017,27292325.0000,30492148.0000,-3199823.0000,89940131.0000,85266085.0000,4674046.0000,1474223.0000,317.6500,354.5000,-0.0044,-0.0003,0.4299,1.0079,1.8204,0.1832,0.1346,4.4173,-0.6905,NORMAL,0.0150,0.1260
6/17/2017,12428971.0000,7737840.0000,4691131.0000,55445004.0000,45378645.0000,10066359.0000,14757489.0000,319.7000,357.2300,-0.0065,-0.0077,-0.5446,-0.7462,2.4661,-0.3835,-0.4678,1.1537,9.0104,WEEKEND,0.0150,0.1260
6/18/2017,6177139.0000,4371891.0000,1805247.0000,30917893.0000,32706308.0000,-1788415.0000,16833.0000,319.7000,357.2300,0.0000,0.0000,-0.5030,-0.4350,0.6152,-0.4424,-0.2793,-1.1777,-0.9989,WEEKEND,0.0150,0.1260
6/19/2017,23368338.0000,21785846.0000,1582492.0000,83060417.0000,84076437.0000,-1016020.0000,566472.0000,319.7000,357.2300,0.0000,0.0000,2.7830,3.9832,0.1234,1.6865,1.5706,-0.4319,32.6525,NORMAL,0.0150,0.1260
6/20/2017,38310775.0000,19151106.0000,19159669.0000,73744276.0000,105702712.0000,-31958437.0000,-12798768.0000,319.5600,357.6200,0.0004,-0.0011,0.6394,-0.1209,-11.1073,-0.1122,0.2572,30.4545,-23.5938,NORMAL,0.0150,0.1260
6/21/2017,50820577.0000,20005466.0000,30815112.0000,79723138.0000,109433653.0000,-29710516.0000,1104596.0000,321.7200,358.9800,-0.0068,-0.0038,0.3265,0.0446,-0.6083,0.0811,0.0353,-0.0703,-1.0863,NORMAL,0.0150,0.1260
6/22/2017,43140333.0000,19494535.0000,23645798.0000,78358492.0000,103556363.0000,-25197871.0000,-1552073.0000,326.2800,363.6700,-0.0142,-0.0131,-0.1511,-0.0255,0.2327,-0.0171,-0.0537,-0.1519,-2.4051,NORMAL,0.0150,0.1260
6/23/2017,23331038.0000,28891774.0000,-5560736.0000,81646898.0000,82266924.0000,-620026.0000,-6180762.0000,327.6300,365.7300,-0.0041,-0.0057,-0.4592,0.4820,1.2352,0.0420,-0.2056,-0.9754,2.9823,NORMAL,0.0150,0.1260
6/24/2017,10205304.0000,13985420.0000,-3780116.0000,54326402.0000,44642669.0000,9683733.0000,5903617.0000,326.8800,364.9000,0.0023,0.0023,-0.5626,-0.5159,0.3202,-0.3346,-0.4573,-16.6183,-1.9552,WEEKEND,0.0150,0.1260
6/25/2017,4667113.0000,6038898.0000,-1371785.0000,26892607.0000,29384257.0000,-2491650.0000,-3863435.0000,326.8800,364.9000,0.0000,0.0000,-0.5427,-0.5682,0.6371,-0.5050,-0.3418,-1.2573,-1.6544,WEEKEND,0.0150,0.1260
6/26/2017,15885191.0000,35283962.0000,-19398771.0000,88364936.0000,70527022.0000,17837914.0000,-1560857.0000,326.8800,364.9000,0.0000,0.0000,2.4036,4.8428,-13.1413,2.2858,1.4002,-8.1591,-0.5960,NORMAL,0.0150,0.1260
6/27/2017,18986727.0000,29008854.0000,-10022127.0000,82508904.0000,76430022.0000,6078883.0000,-3943244.0000,325.0000,362.8000,0.0058,0.0058,0.1952,-0.1778,0.4834,-0.0663,0.0837,-0.6592,1.5263,NORMAL,0.0150,0.1260
6/28/2017,17182539.0000,19023249.0000,-1840710.0000,78004626.0000,73863820.0000,4140806.0000,2300096.0000,322.0100,362.4200,0.0092,0.0010,-0.0950,-0.3442,0.8163,-0.0546,-0.0336,-0.3188,-1.5833,NORMAL,0.0150,0.1260
6/29/2017,14557150.0000,24476667.0000,-9919518.0000,77542566.0000,66097129.0000,11445437.0000,1525919.0000,323.1300,367.0800,-0.0035,-0.0129,-0.1528,0.2867,-4.3890,-0.0059,-0.1051,1.7641,-0.3366,NORMAL,0.0150,0.1260
6/30/2017,18203538.0000,21846163.0000,-3642625.0000,86506830.0000,65480136.0000,21026694.0000,17384068.0000,321.4600,366.7900,0.0052,0.0008,0.2505,-0.1075,0.6328,0.1156,-0.0093,0.8371,10.3925,SALARY,0.0150,0.1260
7/1/2017,11965990.0000,14292578.0000,-2326588.0000,79330162.0000,73068976.0000,6261186.0000,3934599.0000,322.2700,367.5200,-0.0025,-0.0020,-0.3427,-0.3458,0.3613,-0.0830,0.1159,-0.7022,-0.7737,SALARY,0.0150,0.1260
7/2/2017,6303676.0000,4776328.0000,1527347.0000,41596060.0000,36980175.0000,4615885.0000,6143233.0000,320.0000,365.4700,0.0070,0.0056,-0.4732,-0.6658,1.6565,-0.4757,-0.4939,-0.2628,0.5613,WEEKEND,0.0150,0.1260
7/3/2017,16469748.0000,17759695.0000,-1289947.0000,87888369.0000,91755744.0000,-3867375.0000,-5157322.0000,320.0000,365.4700,0.0000,0.0000,1.6127,2.7183,1.8446,1.1129,1.4812,-1.8378,-1.8395,NORMAL,0.0150,0.1260
7/4/2017,16254822.0000,19070030.0000,-2815208.0000,91302594.0000,89718436.0000,1584158.0000,-1231050.0000,320.4400,364.3700,-0.0014,0.0030,-0.0130,0.0738,-1.1824,0.0388,-0.0222,-1.4096,-0.7613,NORMAL,0.0150,0.1260
7/5/2017,22586792.0000,18999550.0000,3587241.0000,115214654.0000,80052513.0000,35162141.0000,38749382.0000,322.3700,365.8300,-0.0060,-0.0040,0.3895,-0.0037,2.2742,0.2619,-0.1077,21.1961,-32.4767,NORMAL,0.0150,0.1260
7/6/2017,7014502.0000,5270393.0000,1744108.0000,58308137.0000,39591277.0000,18716859.0000,20460968.0000,323.9400,366.8000,-0.0049,-0.0027,-0.6894,-0.7226,0.5138,-0.4939,-0.5054,-0.4677,-0.4720,HOLIDAY,0.0150,0.1260
7/7/2017,8938971.0000,6264455.0000,2674516.0000,51315328.0000,38673997.0000,12641331.0000,15315847.0000,323.9400,366.8000,0.0000,0.0000,0.2744,0.1886,-0.5335,-0.1199,-0.0232,-0.3246,-0.2515,NORMAL,0.0150,0.1260
7/8/2017,4747072.0000,5759220.0000,-1012148.0000,42036000.0000,33138882.0000,8897117.0000,7884970.0000,323.9400,366.8000,0.0000,0.0000,-0.4689,-0.0807,1.3784,-0.1808,-0.1431,-0.2962,-0.4852,WEEKEND,0.0150,0.1260
7/9/2017,3990795.0000,4742130.0000,-751335.0000,30484209.0000,31307785.0000,-823576.0000,-1574910.0000,323.9400,366.8000,0.0000,0.0000,-0.1593,-0.1766,0.2577,-0.2748,-0.0553,-1.0926,-1.1997,WEEKEND,0.0150,0.1260
7/10/2017,20195996.0000,21230362.0000,-1034367.0000,94030426.0000,85255751.0000,8774675.0000,7740308.0000,323.9400,366.8000,0.0000,0.0000,4.0606,3.4770,-0.3767,2.0846,1.7231,-11.6544,-5.9148,NORMAL,0.0150,0.1260
7/11/2017,21522977.0000,30107455.0000,-8584478.0000,98057623.0000,96131581.0000,1926042.0000,-6658436.0000,326.4400,371.6200,-0.0077,-0.0131,0.0657,0.4181,-7.2993,0.0428,0.1276,-0.7805,-1.8602,NORMAL,0.0150,0.1260
7/12/2017,20620168.0000,30126255.0000,-9506087.0000,92679716.0000,79866480.0000,12813235.0000,3307148.0000,327.2000,372.7500,-0.0023,-0.0030,-0.0419,0.0006,-0.1074,-0.0548,-0.1692,5.6526,-1.4967,NORMAL,0.0150,0.1260
7/13/2017,13617940.0000,23766597.0000,-10148657.0000,84918539.0000,74225330.0000,10693209.0000,544552.0000,328.5200,376.4500,-0.0040,-0.0099,-0.3396,-0.2111,-0.0676,-0.0837,-0.0706,-0.1655,-0.8353,NORMAL,0.0150,0.1260
7/14/2017,13655901.0000,25663465.0000,-12007564.0000,88600505.0000,75895497.0000,12705008.0000,697444.0000,327.5600,373.2500,0.0029,0.0085,0.0028,0.0798,-0.1832,0.0434,0.0225,0.1881,0.2808,NORMAL,0.0150,0.1260
7/15/2017,8891435.0000,8626423.0000,265012.0000,59546221.0000,45011147.0000,14535074.0000,14800085.0000,326.7200,372.8900,0.0026,0.0010,-0.3489,-0.6639,1.0221,-0.3279,-0.4069,0.1440,20.2205,WEEKEND,0.0150,0.1260
7/16/2017,4543637.0000,3738476.0000,805161.0000,32600390.0000,30981413.0000,1618977.0000,2424138.0000,326.7200,372.8900,0.0000,0.0000,-0.4890,-0.5666,-2.0382,-0.4525,-0.3117,-0.8886,-0.8362,WEEKEND,0.0150,0.1260
7/17/2017,14349995.0000,18011987.0000,-3661992.0000,78332346.0000,73381279.0000,4951067.0000,1289075.0000,326.7200,372.8900,0.0000,0.0000,2.1583,3.8180,5.5481,1.4028,1.3686,2.0581,-0.4682,NORMAL,0.0150,0.1260
7/18/2017,14704709.0000,18568831.0000,-3864121.0000,81703930.0000,83494820.0000,-1790890.0000,-5655012.0000,325.6200,373.0600,0.0034,-0.0005,0.0247,0.0309,-0.0552,0.0430,0.1378,-1.3617,-5.3869,NORMAL,0.0150,0.1260
7/19/2017,17854018.0000,19006270.0000,-1152252.0000,79634953.0000,77109595.0000,2525358.0000,1373106.0000,325.9100,376.7200,-0.0009,-0.0098,0.2142,0.0236,0.7018,-0.0253,-0.0765,-2.4101,-1.2428,NORMAL,0.0150,0.1260
7/20/2017,17099309.0000,18616086.0000,-1516778.0000,78206226.0000,73245744.0000,4960482.0000,3443704.0000,326.0200,375.8700,-0.0003,0.0023,-0.0423,-0.0205,-0.3164,-0.0179,-0.0501,0.9643,1.5080,NORMAL,0.0150,0.1260
7/21/2017,17895382.0000,20385247.0000,-2489865.0000,80362127.0000,79689835.0000,672292.0000,-1817573.0000,325.5600,374.4600,0.0014,0.0038,0.0466,0.0950,-0.6415,0.0276,0.0880,-0.8645,-1.5278,NORMAL,0.0150,0.1260
7/22/2017,11101506.0000,7400474.0000,3701032.0000,50489348.0000,47991072.0000,2498276.0000,6199309.0000,324.9800,378.3400,0.0018,-0.0104,-0.3796,-0.6370,2.4864,-0.3717,-0.3978,2.7161,-4.4108,WEEKEND,0.0150,0.1260
7/23/2017,4205777.0000,3057654.0000,1148123.0000,27800461.0000,33696069.0000,-5895608.0000,-4747485.0000,324.9800,378.3400,0.0000,0.0000,-0.6212,-0.5868,0.6898,-0.4494,-0.2979,-3.3599,-1.7658,WEEKEND,0.0150,0.1260
7/24/2017,16180817.0000,16148366.0000,32451.0000,76562742.0000,77071174.0000,-508432.0000,-475981.0000,324.9800,378.3400,0.0000,0.0000,2.8473,4.2813,0.9717,1.7540,1.2872,-0.9138,-0.8997,NORMAL,0.0150,0.1260
7/25/2017,15108864.0000,22417439.0000,-7308575.0000,77475812.0000,80930320.0000,-3454508.0000,-10763083.0000,326.7000,380.7700,-0.0053,-0.0064,-0.0662,0.3882,226.2188,0.0119,0.0501,5.7944,21.6124,NORMAL,0.0150,0.1260
7/26/2017,20684250.0000,18657167.0000,2027083.0000,74005805.0000,81651819.0000,-7646013.0000,-5618930.0000,326.9700,381.0500,-0.0008,-0.0007,0.3690,-0.1677,1.2774,-0.0448,0.0089,1.2133,-0.4779,NORMAL,0.0150,0.1260
7/27/2017,24485396.0000,16802446.0000,7682950.0000,66579953.0000,80706311.0000,-14126357.0000,-6443408.0000,326.6600,380.0000,0.0009,0.0028,0.1838,-0.0994,-2.7902,-0.1003,-0.0116,0.8475,0.1467,NORMAL,0.0150,0.1260
7/28/2017,20991282.0000,17906170.0000,3085112.0000,71387216.0000,89545079.0000,-18157863.0000,-15072751.0000,325.5800,381.5100,0.0033,-0.0040,-0.1427,0.0657,0.5984,0.0722,0.1095,0.2854,1.3393,NORMAL,0.0150,0.1260
7/29/2017,13169542.0000,8357066.0000,4812476.0000,49203950.0000,44813435.0000,4390515.0000,9202991.0000,326.7400,382.8100,-0.0036,-0.0034,-0.3726,-0.5333,-0.5599,-0.3107,-0.4995,-1.2418,-1.6106,WEEKEND,0.0150,0.1260
7/30/2017,7049992.0000,6056559.0000,993433.0000,29143254.0000,30695629.0000,-1552375.0000,-558942.0000,326.7400,382.8100,0.0000,0.0000,-0.4647,-0.2753,0.7936,-0.4077,-0.3150,-1.3536,-1.0607,WEEKEND,0.0150,0.1260
7/31/2017,31848128.0000,20728152.0000,11119975.0000,79165541.0000,85434303.0000,-6268762.0000,4851213.0000,326.7400,382.8100,0.0000,0.0000,3.5175,2.4224,-10.1935,1.7164,1.7833,3.0382,-9.6793,SALARY,0.0150,0.1260
8/1/2017,69271648.0000,29751643.0000,39520006.0000,103107382.0000,163450555.0000,-60343173.0000,-20823167.0000,328.0700,384.8300,-0.0041,-0.0053,1.1751,0.4353,-2.5540,0.3024,0.9132,8.6260,-5.2924,SALARY,0.0150,0.1260
8/2/2017,138256883.0000,21073823.0000,117183060.0000,89373527.0000,237146798.0000,-147773271.0000,-30590211.0000,330.0700,389.9400,-0.0061,-0.0133,0.9959,-0.2917,-1.9652,-0.1332,0.4509,1.4489,0.4690,NORMAL,0.0150,0.1260
8/3/2017,80764407.0000,32761530.0000,48002877.0000,90742323.0000,160640712.0000,-69898389.0000,-21895512.0000,335.2100,396.7900,-0.0156,-0.0176,-0.4158,0.5546,0.5904,0.0153,-0.3226,-0.5270,-0.2842,NORMAL,0.0150,0.1260
8/4/2017,49471495.0000,33133920.0000,16337576.0000,97463174.0000,119007673.0000,-21544499.0000,-5206923.0000,335.7100,397.6100,-0.0015,-0.0021,-0.3875,0.0114,0.6597,0.0741,-0.2592,-0.6918,-0.7622,NORMAL,0.0150,0.1260
8/5/2017,24899404.0000,7302391.0000,17597013.0000,56390802.0000,59525418.0000,-3134616.0000,14462397.0000,333.3600,396.0000,0.0070,0.0040,-0.4967,-0.7796,-0.0771,-0.4214,-0.4998,-0.8545,-3.7775,WEEKEND,0.0150,0.1260
8/6/2017,10279019.0000,3327025.0000,6951994.0000,33800783.0000,38467778.0000,-4666996.0000,2284998.0000,333.3600,396.0000,0.0000,0.0000,-0.5872,-0.5444,0.6049,-0.4006,-0.3538,0.4889,-0.8420,WEEKEND,0.0150,0.1260
8/7/2017,35068753.0000,21745174.0000,13323579.0000,78352137.0000,93443900.0000,-15091762.0000,-1768184.0000,333.3600,396.0000,0.0000,0.0000,2.4117,5.5359,-0.9165,1.3181,1.4291,2.2337,-1.7738,NORMAL,0.0150,0.1260
8/8/2017,25356525.0000,22258701.0000,3097824.0000,79746890.0000,95436741.0000,-15689851.0000,-12592026.0000,331.6700,391.3400,0.0051,0.0118,-0.2769,0.0236,0.7675,0.0178,0.0213,0.0396,6.1214,NORMAL,0.0150,0.1260
8/9/2017,24924573.0000,17815924.0000,7108650.0000,79212462.0000,85038961.0000,-5826499.0000,1282151.0000,332.1900,392.2500,-0.0016,-0.0023,-0.0170,-0.1996,-1.2947,-0.0067,-0.1089,-0.6286,-1.1018,NORMAL,0.0150,0.1260
8/10/2017,26254648.0000,19777104.0000,6477544.0000,81681659.0000,86802933.0000,-5121274.0000,1356270.0000,332.3900,390.5300,-0.0006,0.0044,0.0534,0.1101,0.0888,0.0312,0.0207,-0.1210,0.0578,NORMAL,0.0150,0.1260
8/11/2017,29503914.0000,19300395.0000,10203519.0000,78331793.0000,89849360.0000,-11517567.0000,-1314048.0000,332.6900,389.5800,-0.0009,0.0024,0.1238,-0.0241,-0.5752,-0.0410,0.0351,1.2490,-1.9689,NORMAL,0.0150,0.1260
8/12/2017,15182706.0000,7480092.0000,7702615.0000,59239299.0000,49201598.0000,10037701.0000,17740316.0000,333.1700,391.6700,-0.0014,-0.0054,-0.4854,-0.6124,0.2451,-0.2437,-0.4524,-1.8715,-14.5005,WEEKEND,0.0150,0.1260
8/13/2017,7044910.0000,4480919.0000,2563991.0000,31599677.0000,34090200.0000,-2490523.0000,73468.0000,333.1700,391.6700,0.0000,0.0000,-0.5360,-0.4010,0.6671,-0.4666,-0.3071,-1.2481,-0.9959,WEEKEND,0.0150,0.1260
8/14/2017,22054276.0000,16582649.0000,5471627.0000,78415847.0000,84368325.0000,-5952478.0000,-480851.0000,333.1700,391.6700,0.0000,0.0000,2.1305,2.7007,-1.1340,1.4815,1.4749,1.3901,-7.5450,NORMAL,0.0150,0.1260
8/15/2017,26944847.0000,19666778.0000,7278069.0000,76484078.0000,95724234.0000,-19240156.0000,-11962087.0000,332.4200,392.1200,0.0023,-0.0011,0.2218,0.1860,-0.3301,-0.0246,0.1346,2.2323,23.8769,NORMAL,0.0150,0.1260
8/16/2017,25393323.0000,18178809.0000,7214514.0000,78771772.0000,82124055.0000,-3352283.0000,3862231.0000,332.9100,391.1700,-0.0015,0.0024,-0.0576,-0.0757,0.0087,0.0299,-0.1421,-0.8258,-1.3229,NORMAL,0.0150,0.1260
8/17/2017,20674881.0000,16179899.0000,4494982.0000,65221227.0000,80937708.0000,-15716481.0000,-11221499.0000,332.7000,389.9900,0.0006,0.0030,-0.1858,-0.1100,0.3770,-0.1720,-0.0144,3.6883,-3.9054,NORMAL,0.0150,0.1260
8/18/2017,22856254.0000,23935601.0000,-1079347.0000,72417772.0000,79290386.0000,-6872614.0000,-7951961.0000,332.6800,389.4000,0.0001,0.0015,0.1055,0.4793,1.2401,0.1103,-0.0204,-0.5627,-0.2914,NORMAL,0.0150,0.1260
8/19/2017,15548904.0000,8632605.0000,6916299.0000,49785361.0000,49165688.0000,619673.0000,7535971.0000,332.8000,390.5700,-0.0004,-0.0030,-0.3197,-0.6393,7.4079,-0.3125,-0.3799,-1.0902,-1.9477,WEEKEND,0.0150,0.1260
8/20/2017,7661980.0000,4367026.0000,3294954.0000,31560907.0000,37370453.0000,-5809546.0000,-2514592.0000,332.8000,390.5700,0.0000,0.0000,-0.5072,-0.4941,0.5236,-0.3661,-0.2399,-10.3752,-1.3337,WEEKEND,0.0150,0.1260
8/21/2017,25834785.0000,19483714.0000,6351071.0000,72104357.0000,85749965.0000,-13645608.0000,-7294537.0000,332.8000,390.5700,0.0000,0.0000,2.3718,3.4616,-0.9275,1.2846,1.2946,1.3488,1.9009,NORMAL,0.0150,0.1260
8/22/2017,24085463.0000,25120289.0000,-1034826.0000,71442942.0000,90168945.0000,-18726003.0000,-19760829.0000,332.5800,390.3800,0.0007,0.0005,-0.0677,0.2893,1.1629,-0.0092,0.0515,0.3723,1.7090,NORMAL,0.0150,0.1260
8/23/2017,22954737.0000,19695877.0000,3258860.0000,72618631.0000,85411493.0000,-12792862.0000,-9534002.0000,333.0800,391.5000,-0.0015,-0.0029,-0.0469,-0.2159,4.1492,0.0165,-0.0528,-0.3168,-0.5175,NORMAL,0.0150,0.1260
8/24/2017,25576353.0000,20016307.0000,5560046.0000,61127160.0000,87110728.0000,-25983568.0000,-20423522.0000,333.3200,392.5800,-0.0007,-0.0028,0.1142,0.0163,-0.7061,-0.1582,0.0199,1.0311,1.1422,NORMAL,0.0150,0.1260
8/25/2017,19258992.0000,21112318.0000,-1853326.0000,79475612.0000,85163268.0000,-5687655.0000,-7540981.0000,331.2200,390.4800,0.0063,0.0053,-0.2470,0.0548,1.3333,0.3002,-0.0224,-0.7811,-0.6308,NORMAL,0.0150,0.1260
8/26/2017,12524307.0000,9171168.0000,3353139.0000,48081662.0000,46934521.0000,1147141.0000,4500280.0000,332.8500,392.8600,-0.0049,-0.0061,-0.3497,-0.5656,2.8093,-0.3950,-0.4489,-1.2017,-1.5968,WEEKEND,0.0150,0.1260
8/27/2017,6445183.0000,5905165.0000,540018.0000,29185613.0000,31344850.0000,-2159237.0000,-1619219.0000,332.8500,392.8600,0.0000,0.0000,-0.4854,-0.3561,0.8390,-0.3930,-0.3322,-2.8823,-1.3598,WEEKEND,0.0150,0.1260
8/28/2017,21880065.0000,20833997.0000,1046067.0000,77806301.0000,75687715.0000,2118585.0000,3164653.0000,332.8500,392.8600,0.0000,0.0000,2.3948,2.5281,-0.9371,1.6659,1.4147,-1.9812,-2.9544,NORMAL,0.0150,0.1260
8/29/2017,26333982.0000,29602992.0000,-3269009.0000,84676591.0000,89448005.0000,-4771414.0000,-8040424.0000,333.4400,397.8900,-0.0018,-0.0128,0.2036,0.4209,4.1250,0.0883,0.1818,-3.2522,-3.5407,NORMAL,0.0150,0.1260
8/30/2017,16688474.0000,8852316.0000,7836159.0000,42854270.0000,51391223.0000,-8536953.0000,-700794.0000,334.7000,402.9100,-0.0038,-0.0126,-0.3663,-0.7010,3.3971,-0.4939,-0.4255,0.7892,-0.9128,HOLIDAY,0.0150,0.1260
8/31/2017,55002736.0000,24957190.0000,30045546.0000,95983926.0000,119654089.0000,-23670162.0000,6375384.0000,334.7000,402.9100,0.0000,0.0000,2.2959,1.8193,-2.8342,1.2398,1.3283,1.7727,-10.0974,SALARY,0.0150,0.1260
9/1/2017,23820241.0000,11947177.0000,11873064.0000,47301217.0000,63538977.0000,-16237760.0000,-4364696.0000,337.0400,400.2000,-0.0070,0.0067,-0.5669,-0.5213,0.6048,-0.5072,-0.4690,-0.3140,-1.6846,HOLIDAY,0.0150,0.1260
9/2/2017,21126307.0000,13839447.0000,7286860.0000,50900932.0000,59109410.0000,-8208478.0000,-921619.0000,337.0400,400.2000,0.0000,0.0000,-0.1131,0.1584,0.3863,0.0761,-0.0697,-0.4945,-0.7888,WEEKEND,0.0150,0.1260
9/3/2017,10791397.0000,6408467.0000,4382929.0000,30370454.0000,38868698.0000,-8498244.0000,-4115315.0000,337.0400,400.2000,0.0000,0.0000,-0.4892,-0.5369,0.3985,-0.4033,-0.3424,0.0353,3.4653,WEEKEND,0.0150,0.1260
9/4/2017,45426348.0000,27882055.0000,17544293.0000,89554684.0000,128411401.0000,-38856716.0000,-21312423.0000,337.0400,400.2000,0.0000,0.0000,3.2095,3.3508,-3.0029,1.9487,2.3037,3.5723,4.1788,NORMAL,0.0150,0.1260
9/5/2017,69806112.0000,34627545.0000,35178567.0000,96279393.0000,158434574.0000,-62155181.0000,-26976614.0000,338.2200,402.8900,-0.0035,-0.0067,0.5367,0.2419,-1.0051,0.0751,0.2338,0.5996,0.2658,NORMAL,0.0150,0.1260
