DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,DELTA_NET_TOTAL,CALENDAR,RATE_FOR,RATE_KZT
10/31/2016,24342754.0000,14159408.0000,10183346.0000,64265238.0000,50143395.0000,14121843.0000,24305189.0000,333.5000,363.8200,0.0000,0.0000,2.4096,1.7781,-3.9854,1.4232,1.2126,2.6608,3.1194,SALARY,0.0240,0.1220
11/1/2016,27695425.0000,26677874.0000,1017551.0000,77432041.0000,73552724.0000,3879317.0000,4896868.0000,335.1200,367.0600,-0.0049,-0.0089,0.1377,0.8841,0.9001,0.2049,0.4668,-0.7253,-0.7985,SALARY,0.0240,0.1220
11/2/2016,34661243.0000,18528959.0000,16132284.0000,66950435.0000,78816488.0000,-11866054.0000,4266230.0000,336.0000,369.4700,-0.0026,-0.0066,0.2515,-0.3055,-14.8540,-0.1354,0.0716,-4.0588,-0.1288,NORMAL,0.0240,0.1220
11/3/2016,35305846.0000,22763722.0000,12542124.0000,63890714.0000,68390844.0000,-4500130.0000,8041994.0000,337.6600,374.0600,-0.0049,-0.0124,0.0186,0.2285,0.2225,-0.0457,-0.1323,-0.6208,0.8850,NORMAL,0.0240,0.1220
11/4/2016,25700393.0000,23231572.0000,2468821.0000,68295612.0000,59681235.0000,8614378.0000,11083199.0000,338.3500,375.3300,-0.0020,-0.0034,-0.2721,0.0206,0.8032,0.0689,-0.1274,-2.9143,0.3782,NORMAL,0.0240,0.1220
11/5/2016,15775807.0000,6735578.0000,9040228.0000,50803457.0000,36965225.0000,13838233.0000,22878461.0000,338.8400,376.0100,-0.0014,-0.0018,-0.3862,-0.7101,-2.6618,-0.2561,-0.3806,0.6064,1.0642,WEEKEND,0.0240,0.1220
11/6/2016,9653588.0000,5641824.0000,4011765.0000,30137927.0000,23922124.0000,6215803.0000,10227568.0000,338.8400,376.0100,0.0000,0.0000,-0.3881,-0.1624,0.5562,-0.4068,-0.3528,-0.5508,-0.5530,WEEKEND,0.0240,0.1220
11/7/2016,22131396.0000,23446150.0000,-1314753.0000,75518640.0000,59067175.0000,16451465.0000,15136712.0000,338.8400,376.0100,0.0000,0.0000,1.2926,3.1558,1.3277,1.5058,1.4691,1.6467,0.4800,NORMAL,0.0240,0.1220
11/8/2016,22642171.0000,27688393.0000,-5046222.0000,77130301.0000,56234557.0000,20895744.0000,15849522.0000,339.9900,376.1600,-0.0034,-0.0004,0.0231,0.1809,-2.8382,0.0213,-0.0480,0.2701,0.0471,NORMAL,0.0240,0.1220
11/9/2016,29116303.0000,34091189.0000,-4974885.0000,90647049.0000,62429249.0000,28217800.0000,23242914.0000,339.7500,375.3600,0.0007,0.0021,0.2859,0.2312,0.0141,0.1752,0.1102,0.3504,0.4665,NORMAL,0.0240,0.1220
11/10/2016,27983516.0000,34418071.0000,-6434555.0000,81602638.0000,56702978.0000,24899660.0000,18465104.0000,341.1800,376.8300,-0.0042,-0.0039,-0.0389,0.0096,-0.2934,-0.0998,-0.0917,-0.1176,-0.2056,NORMAL,0.0240,0.1220
11/11/2016,32107653.0000,34709400.0000,-2601747.0000,80558483.0000,64487214.0000,16071268.0000,13469521.0000,338.3300,368.5100,0.0084,0.0221,0.1474,0.0085,0.5957,-0.0128,0.1373,-0.3546,-0.2705,NORMAL,0.0240,0.1220
11/12/2016,15195067.0000,11197183.0000,3997884.0000,56698015.0000,39447240.0000,17250775.0000,21248659.0000,340.6300,369.8600,-0.0068,-0.0037,-0.5267,-0.6774,2.5366,-0.2962,-0.3883,0.0734,0.5775,WEEKEND,0.0240,0.1220
11/13/2016,9982976.0000,6964566.0000,3018410.0000,33942516.0000,29111559.0000,4830957.0000,7849367.0000,340.6300,369.8600,0.0000,0.0000,-0.3430,-0.3780,0.2450,-0.4013,-0.2620,-0.7200,-0.6306,WEEKEND,0.0240,0.1220
11/14/2016,23225931.0000,19851840.0000,3374091.0000,62558964.0000,54675918.0000,7883047.0000,11257138.0000,340.6300,369.8600,0.0000,0.0000,1.3266,1.8504,-0.1178,0.8431,0.8782,0.6318,0.4341,NORMAL,0.0240,0.1220
11/15/2016,30226695.0000,37613027.0000,-7386333.0000,71601845.0000,57667551.0000,13934294.0000,6547961.0000,343.2300,369.4200,-0.0076,0.0012,0.3014,0.8947,3.1891,0.1445,0.0547,0.7676,-0.4183,NORMAL,0.0240,0.1220
11/16/2016,22274875.0000,25594908.0000,-3320033.0000,62036073.0000,64337795.0000,-2301722.0000,-5621756.0000,344.5600,372.0200,-0.0039,-0.0070,-0.2631,-0.3195,0.5505,-0.1336,0.1157,-1.1652,-1.8586,NORMAL,0.0240,0.1220
11/17/2016,13346645.0000,17769753.0000,-4423108.0000,56881796.0000,45069491.0000,11812304.0000,7389196.0000,340.0500,364.1900,0.0131,0.0210,-0.4008,-0.3057,-0.3322,-0.0831,-0.2995,-6.1319,-2.3144,NORMAL,0.0240,0.1220
11/18/2016,21326086.0000,26070598.0000,-4744512.0000,56360784.0000,49895622.0000,6465162.0000,1720651.0000,341.2200,365.8600,-0.0034,-0.0046,0.5979,0.4671,-0.0727,-0.0092,0.1071,-0.4527,-0.7671,NORMAL,0.0240,0.1220
11/19/2016,11376979.0000,7421815.0000,3955164.0000,37318898.0000,28329514.0000,8989384.0000,12944549.0000,341.0700,361.5300,0.0004,0.0118,-0.4665,-0.7153,1.8336,-0.3379,-0.4322,0.3904,6.5231,WEEKEND,0.0240,0.1220
11/20/2016,4683388.0000,3834963.0000,848425.0000,20732312.0000,19968433.0000,763879.0000,1612304.0000,341.0700,361.5300,0.0000,0.0000,-0.5883,-0.4833,0.7855,-0.4445,-0.2951,-0.9150,-0.8754,WEEKEND,0.0240,0.1220
11/21/2016,12153738.0000,19124377.0000,-6970638.0000,52572790.0000,43555893.0000,9016897.0000,2046258.0000,341.0700,361.5300,0.0000,0.0000,1.5951,3.9868,9.2160,1.5358,1.1812,10.8041,0.2692,NORMAL,0.0240,0.1220
11/22/2016,22016878.0000,22642167.0000,-625289.0000,53818698.0000,53678155.0000,140543.0000,-484747.0000,338.9900,360.3800,0.0061,0.0032,0.8115,0.1839,0.9103,0.0237,0.2324,-0.9844,-1.2369,NORMAL,0.0240,0.1220
11/23/2016,23612684.0000,15720226.0000,7892457.0000,46707273.0000,60770754.0000,-14063482.0000,-6171024.0000,335.4800,357.1900,0.0104,0.0089,0.0725,-0.3057,13.6221,-0.1321,0.1321,-101.0653,11.7304,NORMAL,0.0240,0.1220
11/24/2016,17660910.0000,12558835.0000,5102074.0000,50826170.0000,46325891.0000,4500279.0000,9602354.0000,334.5000,354.7700,0.0029,0.0068,-0.2521,-0.2011,0.3536,0.0882,-0.2377,-1.3200,-2.5560,NORMAL,0.0240,0.1220
11/25/2016,19625499.0000,15272832.0000,4352667.0000,53259176.0000,50963499.0000,2295677.0000,6648345.0000,335.6900,354.6900,-0.0036,0.0002,0.1112,0.2161,0.1469,0.0479,0.1001,-0.4899,-0.3076,NORMAL,0.0240,0.1220
11/26/2016,12324732.0000,7525053.0000,4799678.0000,39636732.0000,32117921.0000,7518812.0000,12318490.0000,337.8600,357.6900,-0.0065,-0.0085,-0.3720,-0.5073,-0.1027,-0.2558,-0.3698,2.2752,0.8529,WEEKEND,0.0240,0.1220
11/27/2016,5796497.0000,3839972.0000,1956525.0000,22887807.0000,22146814.0000,740993.0000,2697517.0000,337.8600,357.6900,0.0000,0.0000,-0.5297,-0.4897,0.5924,-0.4226,-0.3105,-0.9014,-0.7810,WEEKEND,0.0240,0.1220
11/28/2016,17793751.0000,22627471.0000,-4833720.0000,61062879.0000,42872637.0000,18190242.0000,13356522.0000,337.8600,357.6900,0.0000,0.0000,2.0697,4.8926,3.4706,1.6679,0.9358,23.5485,3.9514,NORMAL,0.0240,0.1220
11/29/2016,16872203.0000,23455397.0000,-6583195.0000,60351971.0000,49261362.0000,11090609.0000,4507414.0000,340.2400,361.7800,-0.0070,-0.0114,-0.0518,0.0366,-0.3619,-0.0116,0.1490,-0.3903,-0.6625,NORMAL,0.0240,0.1220
11/30/2016,17431278.0000,35146083.0000,-17714805.0000,75395143.0000,47679989.0000,27715154.0000,10000349.0000,340.3000,360.8500,-0.0002,0.0026,0.0331,0.4984,-1.6909,0.2493,-0.0321,1.4990,1.2186,SALARY,0.0240,0.1220
12/1/2016,9579109.0000,21780362.0000,-12201253.0000,54426766.0000,40118222.0000,14308544.0000,2107291.0000,341.4400,363.3300,-0.0033,-0.0069,-0.4505,-0.3803,0.3112,-0.2781,-0.1586,-0.4837,-0.7893,HOLIDAY,0.0240,0.1220
12/2/2016,24739246.0000,39019464.0000,-14280218.0000,84133045.0000,72733418.0000,11399627.0000,-2880591.0000,341.4400,363.3300,0.0000,0.0000,1.5826,0.7915,-0.1704,0.5458,0.8130,-0.2033,-2.3670,NORMAL,0.0240,0.1220
12/3/2016,10044533.0000,17396055.0000,-7351521.0000,55845098.0000,29515530.0000,26329568.0000,18978047.0000,335.7100,357.3600,0.0168,0.0164,-0.5940,-0.5542,0.4852,-0.3362,-0.5942,1.3097,-7.5882,WEEKEND,0.0240,0.1220
12/4/2016,5686951.0000,6288936.0000,-601985.0000,26062736.0000,17627239.0000,8435496.0000,7833511.0000,335.7100,357.3600,0.0000,0.0000,-0.4338,-0.6385,0.9181,-0.5333,-0.4028,-0.6796,-0.5872,WEEKEND,0.0240,0.1220
12/5/2016,22073727.0000,85246157.0000,-63172429.0000,90921528.0000,72040850.0000,18880679.0000,-44291751.0000,335.7100,357.3600,0.0000,0.0000,2.8815,12.5549,-103.9402,2.4886,3.0869,1.2382,-6.6541,NORMAL,0.0240,0.1220
12/6/2016,18848359.0000,33402361.0000,-14554002.0000,77861012.0000,61687373.0000,16173639.0000,1619637.0000,334.4800,355.6200,0.0037,0.0049,-0.1461,-0.6082,0.7696,-0.1436,-0.1437,-0.1434,-1.0366,NORMAL,0.0240,0.1220
12/7/2016,18559731.0000,20075319.0000,-1515588.0000,72840953.0000,49409020.0000,23431934.0000,21916345.0000,335.6100,361.3200,-0.0034,-0.0160,-0.0153,-0.3990,0.8959,-0.0645,-0.1990,0.4488,12.5316,NORMAL,0.0240,0.1220
12/8/2016,21008149.0000,27008654.0000,-6000505.0000,72257717.0000,58550116.0000,13707601.0000,7707096.0000,336.2300,360.3000,-0.0018,0.0028,0.1319,0.3454,-2.9592,-0.0080,0.1850,-0.4150,-0.6483,NORMAL,0.0240,0.1220
12/9/2016,19145503.0000,23343566.0000,-4198063.0000,82559182.0000,63460482.0000,19098699.0000,14900636.0000,334.8900,361.6100,0.0040,-0.0036,-0.0887,-0.1357,0.3004,0.1426,0.0839,0.3933,0.9334,NORMAL,0.0240,0.1220
12/10/2016,11225966.0000,7346673.0000,3879294.0000,61418135.0000,33604268.0000,27813868.0000,31693162.0000,334.3100,355.1700,0.0017,0.0178,-0.4136,-0.6853,1.9241,-0.2561,-0.4705,0.4563,1.1270,WEEKEND,0.0240,0.1220
12/11/2016,5524094.0000,6881525.0000,-1357431.0000,35399408.0000,29120683.0000,6278726.0000,4921294.0000,334.3100,355.1700,0.0000,0.0000,-0.5079,-0.0633,1.3499,-0.4236,-0.1334,-0.7743,-0.8447,WEEKEND,0.0240,0.1220
12/12/2016,23354209.0000,34407788.0000,-11053579.0000,88655097.0000,61367698.0000,27287399.0000,16233820.0000,334.3100,355.1700,0.0000,0.0000,3.2277,4.0000,-7.1430,1.5044,1.1074,3.3460,2.2987,NORMAL,0.0240,0.1220
12/13/2016,26183156.0000,28297593.0000,-2114437.0000,80979332.0000,69103725.0000,11875607.0000,9761170.0000,331.1200,350.7900,0.0095,0.0123,0.1211,-0.1776,0.8087,-0.0866,0.1261,-0.5648,-0.3987,NORMAL,0.0240,0.1220
12/14/2016,29433159.0000,23676747.0000,5756413.0000,83618951.0000,64000371.0000,19618580.0000,25374993.0000,330.2400,350.7500,0.0027,0.0001,0.1241,-0.1633,3.7224,0.0326,-0.0739,0.6520,1.5996,NORMAL,0.0240,0.1220
12/15/2016,25428633.0000,30292433.0000,-4863800.0000,95510916.0000,63342956.0000,32167960.0000,27304161.0000,331.2500,351.9900,-0.0031,-0.0035,-0.1361,0.2794,1.8449,0.1422,-0.0103,0.6397,0.0760,NORMAL,0.0240,0.1220
12/16/2016,5679723.0000,6319412.0000,-639689.0000,43442860.0000,24537015.0000,18905845.0000,18266156.0000,334.8800,351.5600,-0.0110,0.0012,-0.7766,-0.7914,0.8685,-0.5452,-0.6126,-0.4123,-0.3310,HOLIDAY,0.0240,0.1220
12/17/2016,5256601.0000,7635560.0000,-2378960.0000,37061231.0000,22762840.0000,14298391.0000,11919431.0000,334.8800,351.5600,0.0000,0.0000,-0.0745,0.2083,-2.7189,-0.1469,-0.0723,-0.2437,-0.3475,HOLIDAY,0.0240,0.1220
12/18/2016,3981842.0000,7199711.0000,-3217869.0000,29049054.0000,16751301.0000,12297753.0000,9079884.0000,334.8800,351.5600,0.0000,0.0000,-0.2425,-0.0571,-0.3526,-0.2162,-0.2641,-0.1399,-0.2382,WEEKEND,0.0240,0.1220
12/19/2016,7193376.0000,11014617.0000,-3821241.0000,51837018.0000,39292069.0000,12544949.0000,8723708.0000,334.8800,351.5600,0.0000,0.0000,0.8065,0.5299,-0.1875,0.7845,1.3456,0.0201,-0.0392,HOLIDAY,0.0240,0.1220
12/20/2016,19720940.0000,27615226.0000,-7894286.0000,84446951.0000,56302553.0000,28144397.0000,20250111.0000,334.8800,351.5600,0.0000,0.0000,1.7415,1.5071,-1.0659,0.6291,0.4329,1.2435,1.3213,NORMAL,0.0240,0.1220
12/21/2016,26360050.0000,39286280.0000,-12926230.0000,75414666.0000,66388202.0000,9026464.0000,-3899766.0000,334.7900,347.4500,0.0003,0.0117,0.3367,0.4226,-0.6374,-0.1070,0.1791,-0.6793,-1.1926,NORMAL,0.0240,0.1220
12/22/2016,21852478.0000,25090037.0000,-3237558.0000,72761879.0000,56914269.0000,15847610.0000,12610052.0000,332.9000,346.0200,0.0056,0.0041,-0.1710,-0.3614,0.7495,-0.0352,-0.1427,0.7557,-4.2335,NORMAL,0.0240,0.1220
12/23/2016,35299525.0000,27731644.0000,7567882.0000,70611516.0000,76927474.0000,-6315958.0000,1251924.0000,332.0900,346.8700,0.0024,-0.0025,0.6154,0.1053,3.3375,-0.0296,0.3516,-1.3985,-0.9007,NORMAL,0.0240,0.1220
12/24/2016,12045477.0000,7946799.0000,4098678.0000,52896285.0000,35585265.0000,17311021.0000,21409699.0000,328.9100,343.6100,0.0096,0.0094,-0.6588,-0.7134,0.4584,-0.2509,-0.5374,-3.7408,16.1014,WEEKEND,0.0240,0.1220
12/25/2016,13664580.0000,11143392.0000,2521189.0000,29805494.0000,27054155.0000,2751340.0000,5272528.0000,328.9100,343.6100,0.0000,0.0000,0.1344,0.4022,0.3849,-0.4365,-0.2397,-0.8411,-0.7537,WEEKEND,0.0240,0.1220
12/26/2016,25880439.0000,28982765.0000,-3102325.0000,84759998.0000,61388197.0000,23371802.0000,20269476.0000,328.9100,343.6100,0.0000,0.0000,0.8940,1.6009,2.2305,1.8438,1.2691,7.4947,2.8444,NORMAL,0.0240,0.1220
12/27/2016,21228560.0000,32663465.0000,-11434905.0000,97929977.0000,61469883.0000,36460094.0000,25025189.0000,332.8800,347.8600,-0.0121,-0.0124,-0.1797,0.1270,-2.6859,0.1554,0.0013,0.5600,0.2346,NORMAL,0.0240,0.1220
12/28/2016,25667878.0000,30655424.0000,-4987546.0000,100698312.0000,61004442.0000,39693870.0000,34706324.0000,333.3400,348.3400,-0.0014,-0.0014,0.2091,-0.0615,0.5638,0.0283,-0.0076,0.0887,0.3869,NORMAL,0.0240,0.1220
12/29/2016,27804588.0000,41664682.0000,-13860094.0000,121939937.0000,69154522.0000,52785415.0000,38925322.0000,332.6100,347.2800,0.0022,0.0030,0.0832,0.3591,-1.7789,0.2109,0.1336,0.3298,0.1216,NORMAL,0.0240,0.1220
12/30/2016,32022426.0000,35106614.0000,-3084187.0000,144507095.0000,57804542.0000,86702553.0000,83618366.0000,333.2800,348.9400,-0.0020,-0.0048,0.1517,-0.1574,0.7775,0.1851,-0.1641,0.6425,1.1482,NORMAL,0.0240,0.1220
12/31/2016,10378384.0000,8985254.0000,1393130.0000,75404198.0000,24032690.0000,51371509.0000,52764639.0000,333.2900,352.4200,0.0000,-0.0100,-0.6759,-0.7441,1.4517,-0.4782,-0.5842,-0.4075,-0.3690,HOLIDAY,0.0240,0.1220
1/1/2017,224112.0000,358222.0000,-134110.0000,5849568.0000,4623415.0000,1226153.0000,1092043.0000,333.2900,352.4200,0.0000,0.0000,-0.9784,-0.9601,1.0963,-0.9224,-0.8076,-0.9761,-0.9793,HOLIDAY,0.0150,0.1260
1/2/2017,357667.0000,457532.0000,-99865.0000,9415798.0000,6780926.0000,2634873.0000,2535008.0000,333.2900,352.4200,0.0000,0.0000,0.5959,0.2772,0.2554,0.6097,0.4666,1.1489,1.3213,HOLIDAY,0.0150,0.1260
1/3/2017,7739912.0000,13735602.0000,-5995690.0000,49924546.0000,25890312.0000,24034234.0000,18038544.0000,333.2900,352.4200,0.0000,0.0000,20.6400,29.0211,-59.0380,4.3022,2.8181,8.1216,6.1158,HOLIDAY,0.0150,0.1260
1/4/2017,21239806.0000,24396685.0000,-3156878.0000,88588756.0000,49124853.0000,39463904.0000,36307025.0000,333.2900,352.4200,0.0000,0.0000,1.7442,0.7762,0.4735,0.7745,0.8974,0.6420,1.0127,NORMAL,0.0150,0.1260
1/5/2017,23946081.0000,38004962.0000,-14058881.0000,83956605.0000,56658608.0000,27297997.0000,13239116.0000,334.5100,348.8300,-0.0037,0.0102,0.1274,0.5578,-3.4534,-0.0523,0.1534,-0.3083,-0.6354,NORMAL,0.0150,0.1260
1/6/2017,21151190.0000,28108485.0000,-6957295.0000,83504285.0000,56622583.0000,26881702.0000,19924407.0000,332.5600,349.2900,0.0058,-0.0013,-0.1167,-0.2604,0.5051,-0.0054,-0.0006,-0.0153,0.5050,NORMAL,0.0150,0.1260
1/7/2017,9309758.0000,8196883.0000,1112874.0000,52354112.0000,27275767.0000,25078346.0000,26191220.0000,330.6700,350.3800,0.0057,-0.0031,-0.5598,-0.7084,1.1600,-0.3730,-0.5183,-0.0671,0.3145,HOLIDAY,0.0150,0.1260
1/8/2017,5749103.0000,5191587.0000,557516.0000,28661957.0000,22124913.0000,6537044.0000,7094560.0000,330.6700,350.3800,0.0000,0.0000,-0.3825,-0.3666,0.4990,-0.4525,-0.1888,-0.7393,-0.7291,WEEKEND,0.0150,0.1260
1/9/2017,22231449.0000,25692187.0000,-3460739.0000,79521446.0000,59211942.0000,20309504.0000,16848766.0000,330.6700,350.3800,0.0000,0.0000,2.8669,3.9488,7.2074,1.7745,1.6763,2.1068,1.3749,NORMAL,0.0150,0.1260
1/10/2017,13115585.0000,36063435.0000,-22947849.0000,84628268.0000,59910461.0000,24717807.0000,1769958.0000,330.5400,347.8600,0.0004,0.0072,-0.4100,0.4037,-5.6309,0.0642,0.0118,0.2171,-0.8950,NORMAL,0.0150,0.1260
1/11/2017,14242696.0000,29349297.0000,-15106602.0000,87669406.0000,53237328.0000,34432078.0000,19325477.0000,332.8500,352.5900,-0.0070,-0.0136,0.0859,-0.1862,0.3417,0.0359,-0.1114,0.3930,9.9186,NORMAL,0.0150,0.1260
1/12/2017,15531449.0000,24773575.0000,-9242126.0000,74553294.0000,47213079.0000,27340215.0000,18098089.0000,333.9600,351.7600,-0.0033,0.0024,0.0905,-0.1559,0.3882,-0.1496,-0.1132,-0.2060,-0.0635,NORMAL,0.0150,0.1260
1/13/2017,18712913.0000,23127753.0000,-4414841.0000,65870861.0000,53441347.0000,12429514.0000,8014673.0000,331.8500,352.6600,0.0063,-0.0026,0.2048,-0.0664,0.5223,-0.1165,0.1319,-0.5454,-0.5572,NORMAL,0.0150,0.1260
1/14/2017,11099921.0000,10080266.0000,1019655.0000,55212467.0000,31865694.0000,23346773.0000,24366428.0000,332.0600,353.4400,-0.0006,-0.0022,-0.4068,-0.5641,1.2310,-0.1618,-0.4037,0.8783,2.0402,WEEKEND,0.0150,0.1260
1/15/2017,3326985.0000,4676806.0000,-1349822.0000,29072185.0000,24120212.0000,4951973.0000,3602151.0000,332.0600,353.4400,0.0000,0.0000,-0.7003,-0.5360,2.3238,-0.4734,-0.2431,-0.7879,-0.8522,WEEKEND,0.0150,0.1260
1/16/2017,15867878.0000,21306748.0000,-5438869.0000,73414899.0000,54024578.0000,19390321.0000,13951452.0000,332.0600,353.4400,0.0000,0.0000,3.7694,3.5558,-3.0293,1.5253,1.2398,2.9157,2.8731,NORMAL,0.0150,0.1260
1/17/2017,11095669.0000,26545842.0000,-15450174.0000,70776375.0000,57810957.0000,12965417.0000,-2484757.0000,333.2500,352.9500,-0.0036,0.0014,-0.3007,0.2459,-1.8407,-0.0359,0.0701,-0.3313,-1.1781,NORMAL,0.0150,0.1260
1/18/2017,26673043.0000,24736599.0000,1936444.0000,62464957.0000,64997261.0000,-2532304.0000,-595861.0000,332.6800,355.1700,0.0017,-0.0063,1.4039,-0.0682,1.1253,-0.1174,0.1243,-1.1953,-0.7602,NORMAL,0.0150,0.1260
1/19/2017,14285303.0000,17602531.0000,-3317228.0000,62957684.0000,52630350.0000,10327334.0000,7010105.0000,330.5500,353.0900,0.0064,0.0059,-0.4644,-0.2884,2.7131,0.0079,-0.1903,-5.0782,-12.7647,NORMAL,0.0150,0.1260
1/20/2017,14055206.0000,27590966.0000,-13535760.0000,65958039.0000,54975644.0000,10982394.0000,-2553365.0000,331.0800,353.0000,-0.0016,0.0003,-0.0161,0.5674,-3.0804,0.0477,0.0446,0.0634,-1.3642,NORMAL,0.0150,0.1260
1/21/2017,8665407.0000,7886004.0000,779403.0000,50841327.0000,35420782.0000,15420544.0000,16199948.0000,331.8700,353.3100,-0.0024,-0.0009,-0.3835,-0.7142,1.0576,-0.2292,-0.3557,0.4041,-7.3445,WEEKEND,0.0150,0.1260
1/22/2017,5151970.0000,4888523.0000,263447.0000,27657218.0000,24996745.0000,2660472.0000,2923919.0000,331.8700,353.3100,0.0000,0.0000,-0.4055,-0.3801,0.6620,-0.4560,-0.2943,-0.8275,-0.8195,WEEKEND,0.0150,0.1260
1/23/2017,14360485.0000,21334621.0000,-6974136.0000,67635775.0000,51135877.0000,16499899.0000,9525763.0000,331.8700,353.3100,0.0000,0.0000,1.7874,3.3642,27.4726,1.4455,1.0457,5.2019,2.2579,NORMAL,0.0150,0.1260
1/24/2017,20678468.0000,24462817.0000,-3784349.0000,67374699.0000,64050797.0000,3323902.0000,-460447.0000,331.4200,355.7500,0.0014,-0.0069,0.4400,0.1466,0.4574,-0.0039,0.2526,-0.7986,-1.0483,NORMAL,0.0150,0.1260
1/25/2017,18378246.0000,22545259.0000,-4167012.0000,63819274.0000,59659693.0000,4159581.0000,-7432.0000,328.4900,352.7700,0.0088,0.0084,-0.1112,-0.0784,-0.1011,-0.0528,-0.0686,0.2514,-0.9839,NORMAL,0.0150,0.1260
1/26/2017,20778486.0000,22872070.0000,-2093584.0000,60676546.0000,58148265.0000,2528281.0000,434697.0000,327.8600,352.3500,0.0019,0.0012,0.1306,0.0145,0.4976,-0.0492,-0.0253,-0.3922,-59.4899,NORMAL,0.0150,0.1260
1/27/2017,20336398.0000,28451982.0000,-8115584.0000,64947791.0000,51607071.0000,13340720.0000,5225136.0000,328.2800,351.9200,-0.0013,0.0012,-0.0213,0.2440,-2.8764,0.0704,-0.1125,4.2766,11.0202,NORMAL,0.0150,0.1260
1/28/2017,9457130.0000,9012891.0000,444239.0000,47215012.0000,34299582.0000,12915429.0000,13359668.0000,328.7300,351.5100,-0.0014,0.0012,-0.5350,-0.6832,1.0547,-0.2730,-0.3354,-0.0319,1.5568,WEEKEND,0.0150,0.1260
1/29/2017,4969797.0000,3874934.0000,1094863.0000,26566537.0000,21825308.0000,4741229.0000,5836092.0000,328.7300,351.5100,0.0000,0.0000,-0.4745,-0.5701,-1.4646,-0.4373,-0.3637,-0.6329,-0.5632,WEEKEND,0.0150,0.1260
1/30/2017,18827828.0000,18074362.0000,753467.0000,70482319.0000,54962435.0000,15519885.0000,16273352.0000,328.7300,351.5100,0.0000,0.0000,2.7885,3.6644,0.3118,1.6530,1.5183,2.2734,1.7884,NORMAL,0.0150,0.1260
1/31/2017,16575094.0000,24201252.0000,-7626158.0000,78150697.0000,54865308.0000,23285389.0000,15659231.0000,326.2500,348.9200,0.0075,0.0074,-0.1196,0.3390,11.1214,0.1088,-0.0018,0.5004,-0.0377,SALARY,0.0150,0.1260
2/1/2017,42926944.0000,26502784.0000,16424159.0000,93156908.0000,108798337.0000,-15641429.0000,782730.0000,324.2400,347.2000,0.0062,0.0049,1.5898,0.0951,3.1537,0.1920,0.9830,-1.6717,-0.9500,SALARY,0.0150,0.1260
2/2/2017,31099592.0000,20767425.0000,10332167.0000,82260338.0000,69271511.0000,12988827.0000,23320994.0000,324.3600,349.8200,-0.0004,-0.0075,-0.2755,-0.2164,0.3709,-0.1170,-0.3633,-1.8304,28.7944,NORMAL,0.0150,0.1260
2/3/2017,23679134.0000,23066988.0000,612147.0000,77777222.0000,112610198.0000,-34832976.0000,-34220829.0000,325.0000,351.4600,-0.0020,-0.0047,-0.2386,0.1107,0.9408,-0.0545,0.6256,-3.6818,-2.4674,NORMAL,0.0150,0.1260
2/4/2017,12745844.0000,6756840.0000,5989004.0000,55099861.0000,38808617.0000,16291244.0000,22280248.0000,322.9200,346.9100,0.0064,0.0129,-0.4617,-0.7071,-8.7836,-0.2916,-0.6554,-1.4677,-1.6511,WEEKEND,0.0150,0.1260
2/5/2017,6913387.0000,5077560.0000,1835827.0000,32524156.0000,33395049.0000,-870893.0000,964934.0000,322.9200,346.9100,0.0000,0.0000,-0.4576,-0.2485,0.6935,-0.4097,-0.1395,-1.0535,-0.9567,WEEKEND,0.0150,0.1260
2/6/2017,22890164.0000,20708199.0000,2181964.0000,76665277.0000,75405112.0000,1260165.0000,3442130.0000,322.9200,346.9100,0.0000,0.0000,2.3110,3.0784,-0.1885,1.3572,1.2580,-2.4470,2.5672,NORMAL,0.0150,0.1260
2/7/2017,24723292.0000,24970120.0000,-246828.0000,75410770.0000,78236880.0000,-2826110.0000,-3072938.0000,321.8000,345.3900,0.0035,0.0044,0.0801,0.2058,1.1131,-0.0164,0.0376,-3.2427,-1.8927,NORMAL,0.0150,0.1260
2/8/2017,29655637.0000,18323214.0000,11332423.0000,73924163.0000,77193923.0000,-3269760.0000,8062663.0000,323.0500,344.3400,-0.0039,0.0030,0.1995,-0.2662,46.9122,-0.0197,-0.0133,0.1570,-3.6238,NORMAL,0.0150,0.1260
2/9/2017,20312509.0000,23076348.0000,-2763839.0000,79912700.0000,71138969.0000,8773731.0000,6009892.0000,324.6200,345.5600,-0.0049,-0.0035,-0.3151,0.2594,1.2439,0.0810,-0.0784,-3.6833,-0.2546,NORMAL,0.0150,0.1260
2/10/2017,15998104.0000,17644700.0000,-1646597.0000,73978636.0000,59705945.0000,14272690.0000,12626094.0000,323.9600,346.5700,0.0020,-0.0029,-0.2124,-0.2354,0.4042,-0.0743,-0.1607,0.6268,1.1009,NORMAL,0.0150,0.1260
2/11/2017,16184019.0000,9747001.0000,6437018.0000,60317703.0000,41275478.0000,19042225.0000,25479243.0000,323.3000,344.0200,0.0020,0.0074,0.0116,-0.4476,4.9093,-0.1847,-0.3087,0.3342,1.0180,WEEKEND,0.0150,0.1260
